"pair_id","theme_a_id","theme_a_label","theme_a_explanation","theme_b_id","theme_b_label","theme_b_explanation"
"P357","PM16","Offsets justified in high-hazard exchanges","Offsets can substitute for poorly functioning markets in high-hazard exchanges and yield reputational or capability gains; imposing offsets in low-hazard contexts or misaligned with seller capabilities creates opportunity costs and raises costs.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P358","PM16","Offsets justified in high-hazard exchanges","Offsets can substitute for poorly functioning markets in high-hazard exchanges and yield reputational or capability gains; imposing offsets in low-hazard contexts or misaligned with seller capabilities creates opportunity costs and raises costs.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P359","PM16","Offsets justified in high-hazard exchanges","Offsets can substitute for poorly functioning markets in high-hazard exchanges and yield reputational or capability gains; imposing offsets in low-hazard contexts or misaligned with seller capabilities creates opportunity costs and raises costs.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P360","PM16","Offsets justified in high-hazard exchanges","Offsets can substitute for poorly functioning markets in high-hazard exchanges and yield reputational or capability gains; imposing offsets in low-hazard contexts or misaligned with seller capabilities creates opportunity costs and raises costs.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P361","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets."
"P362","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs."
"P363","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection."
"P364","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters."
"P365","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability."
"P366","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P367","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P368","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P369","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P370","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P371","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P372","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P373","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P374","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P375","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs."
"P376","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection."
"P377","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters."
"P378","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability."
"P379","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P380","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P381","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P382","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P383","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P384","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P385","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P386","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P387","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P388","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection."
"P389","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters."
"P390","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability."
"P391","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P392","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P393","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P394","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P395","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P396","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P397","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P398","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P399","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P400","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection.","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters."
"P401","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection.","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability."
"P402","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P403","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P404","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P405","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P406","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P407","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P408","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P409","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P410","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P411","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters.","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability."
"P412","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P413","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P414","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P415","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P416","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P417","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P418","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P419","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P420","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P421","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P422","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P423","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P424","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P425","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P426","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P427","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P428","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P429","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P430","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P431","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P432","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P433","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P434","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P435","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P436","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P437","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P438","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P439","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P440","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P441","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P442","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P443","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P444","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P445","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P446","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P447","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P448","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P449","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P450","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P451","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P452","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P453","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P454","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P455","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P456","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P457","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P458","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P459","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P460","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
