chunk_id,file_id,outcome_statement,topic,umap_0,umap_1
09_saudi_arabia_and_offsets_pdf__cmo_004,09-saudi-arabia-and-offsets.pdf,Offset-linked defence purchases can become significantly more expensive than comparable non-offset purchases.,3,6.847392,6.048666
09_saudi_arabia_and_offsets_pdf__cmo_005,09-saudi-arabia-and-offsets.pdf,Offset programme overhead can increase the effective price of defence deals even when offsets are indirect.,3,6.8513775,6.0256505
09_saudi_arabia_and_offsets_pdf__cmo_006,09-saudi-arabia-and-offsets.pdf,Offsets can function as a market-entry strategy that anchors longer-term presence via joint ventures.,21,7.7235255,7.7289376
09_saudi_arabia_and_offsets_pdf__cmo_007,09-saudi-arabia-and-offsets.pdf,Offset projects can receive faster consideration/approval and higher-level problem resolution than comparable non-offset initiatives.,4,9.543594,7.1246047
09_saudi_arabia_and_offsets_pdf__cmo_008,09-saudi-arabia-and-offsets.pdf,Offset programmes tend to deliver limited or dated technology transfer rather than frontier capabilities.,11,7.9422107,9.25313
09_saudi_arabia_and_offsets_pdf__cmo_009,09-saudi-arabia-and-offsets.pdf,High-technology offsets risk producing branch-plant dependency rather than autonomous technological capability.,11,7.9322267,9.217975
09_saudi_arabia_and_offsets_pdf__cmo_010,09-saudi-arabia-and-offsets.pdf,Offset policy emphasis shifts toward non-military or dual-use production and commercially viable goods rather than dedicated defence manufacturing.,3,6.3194666,6.3346024
09_saudi_arabia_and_offsets_pdf__cmo_011,09-saudi-arabia-and-offsets.pdf,Offset programme design recommendations shift from one-off technology import toward building local R&D centres linked to universities.,11,7.954073,9.232019
09_saudi_arabia_and_offsets_pdf__cmo_012,09-saudi-arabia-and-offsets.pdf,Offset activity prioritises economic diversification and advanced-technology investment more than building defence-industrial capacity.,3,6.3413315,6.3085175
09_saudi_arabia_and_offsets_pdf__cmo_013,09-saudi-arabia-and-offsets.pdf,A skills constraint becomes an overriding barrier that reduces the effectiveness of offset projects for diversification and technology transfer.,11,7.52152,9.472673
09_saudi_arabia_and_offsets_pdf__cmo_014,09-saudi-arabia-and-offsets.pdf,Offset project selection becomes more flexible and increasingly oriented toward commercially viable medium-technology transfers.,11,7.825284,9.299355
09_saudi_arabia_and_offsets_pdf__cmo_015,09-saudi-arabia-and-offsets.pdf,Offset governance is institutionalised through central oversight and inter-ministerial coordination under a dedicated committee.,4,9.811115,7.5419226
09_saudi_arabia_and_offsets_pdf__cmo_016,09-saudi-arabia-and-offsets.pdf,"Offset projects are tracked and compliance is enforced through review, monitoring, and credit approval processes.",4,10.315084,7.1642647
09_saudi_arabia_and_offsets_pdf__cmo_017,09-saudi-arabia-and-offsets.pdf,Potential suppliers generated ‘worthwhile’ offset proposals as part of the competitive bidding process.,2,7.675846,6.7720847
09_saudi_arabia_and_offsets_pdf__cmo_018,09-saudi-arabia-and-offsets.pdf,Peace Shield contracting produced an enforceable offset commitment (35%) tied to defence equipment sales.,3,6.8144813,5.9423313
09_saudi_arabia_and_offsets_pdf__cmo_019,09-saudi-arabia-and-offsets.pdf,Offset joint ventures receive limited post-implementation assistance but are monitored for compliance with agreed obligations.,4,10.33554,7.125967
09_saudi_arabia_and_offsets_pdf__cmo_020,09-saudi-arabia-and-offsets.pdf,"Offset participation is channelled through vetted Saudi firms, shaping who can form joint ventures and receive offset-linked investments.",21,7.7803435,7.814448
09_saudi_arabia_and_offsets_pdf__cmo_021,09-saudi-arabia-and-offsets.pdf,Saudi offset policy faces conflict and potential restriction when applied to civil contracts under GATT-related scrutiny.,22,8.679571,7.706611
09_saudi_arabia_and_offsets_pdf__cmo_022,09-saudi-arabia-and-offsets.pdf,The Al Sawary II deal generated a portfolio of proposed offset projects under a defined 35% obligation over ten years.,1,9.889724,6.8088813
09_saudi_arabia_and_offsets_pdf__cmo_023,09-saudi-arabia-and-offsets.pdf,Al Yamamah offsets are predominantly indirect and oriented toward commercially applied technology and non-defence industries.,3,6.8337736,6.3460903
09_saudi_arabia_and_offsets_pdf__cmo_024,09-saudi-arabia-and-offsets.pdf,Offset credit rules steer investment toward preferred technologies by changing the relative attractiveness of different offset modes.,16,10.141943,5.7778354
09_saudi_arabia_and_offsets_pdf__cmo_025,09-saudi-arabia-and-offsets.pdf,Contractors are encouraged to promote Saudi exports by linking Saudi manufacturers to global supply chains associated with the prime contractor.,26,6.003712,8.115499
09_saudi_arabia_and_offsets_pdf__cmo_026,09-saudi-arabia-and-offsets.pdf,Offset-linked joint ventures become financially feasible with relatively small foreign equity shares because concessional finance fills much of the capital structure.,21,7.6610017,7.744157
09_saudi_arabia_and_offsets_pdf__cmo_027,09-saudi-arabia-and-offsets.pdf,Cross-contractual offset arrangements create substantial accounting and administrative complexity for credit assignment.,16,10.082997,5.836723
09_saudi_arabia_and_offsets_pdf__cmo_028,09-saudi-arabia-and-offsets.pdf,Offset routes can accelerate venture formation and attract additional participants beyond those directly tied to the defence sale.,21,7.771724,7.710276
09_saudi_arabia_and_offsets_pdf__cmo_029,09-saudi-arabia-and-offsets.pdf,"Al Yamamah offset progress was slow in the early period, with later acceleration as organisational focus increased.",3,8.78557,7.490812
09_saudi_arabia_and_offsets_pdf__cmo_030,09-saudi-arabia-and-offsets.pdf,"Saudi Arabia gains early indigenous electronics production supporting defence requirements (e.g., tactical radios and printed circuit boards).",-1,4.0921807,8.079267
09_saudi_arabia_and_offsets_pdf__cmo_031,09-saudi-arabia-and-offsets.pdf,Technology transfer is strengthened through workforce training and expanded project exposure beyond what local-only work would provide.,11,7.459811,9.396267
09_saudi_arabia_and_offsets_pdf__cmo_032,09-saudi-arabia-and-offsets.pdf,"Aircraft component overhaul is undertaken domestically for the first time for some systems (e.g., C-130 propellers).",19,5.1163654,8.903304
09_saudi_arabia_and_offsets_pdf__cmo_033,09-saudi-arabia-and-offsets.pdf,Some large MRO offset ventures experience delayed starts and ongoing financial losses despite eventual operations.,3,7.8926396,7.695653
09_saudi_arabia_and_offsets_pdf__cmo_034,09-saudi-arabia-and-offsets.pdf,Offsets can create software/integration firms with high Saudi workforce shares rather than only manufacturing plants.,21,7.831045,8.040908
09_saudi_arabia_and_offsets_pdf__cmo_035,09-saudi-arabia-and-offsets.pdf,The engine repair/overhaul facility (MEPC) experienced significant delays between planned occupancy and reported operational set-up.,3,7.8913846,7.697357
09_saudi_arabia_and_offsets_pdf__cmo_036,09-saudi-arabia-and-offsets.pdf,Some high-technology ventures may be created that might not have occurred without offset obligations.,11,7.9144764,9.443334
09_saudi_arabia_and_offsets_pdf__cmo_037,09-saudi-arabia-and-offsets.pdf,Offset success depends in part on broader market-economy development and the existence of absorptive capacity.,21,7.6735415,8.011005
09_saudi_arabia_and_offsets_pdf__cmo_038,09-saudi-arabia-and-offsets.pdf,Offset requirements can be reduced or removed in subsequent deals to avoid procurement delays.,14,8.61742,6.237791
09_saudi_arabia_and_offsets_pdf__cmo_039,09-saudi-arabia-and-offsets.pdf,Offset programmes can be threatened or constrained by trade-regime membership and international legal interpretations.,22,8.599425,7.714327
10_the_teeth_of_little_tigers_pdf__cmo_001,10-the-teeth-of-little-tigers.pdf,Offsets become a key channel for acquiring advanced technologies (and related commercial opportunities) that support defence-industrial development.,3,6.6742725,6.354265
10_the_teeth_of_little_tigers_pdf__cmo_002,10-the-teeth-of-little-tigers.pdf,"Offset obligations can grow to very high levels (including, in some cases, exceeding the contract value).",1,9.820193,6.455732
10_the_teeth_of_little_tigers_pdf__cmo_003,10-the-teeth-of-little-tigers.pdf,Arms sales packages strengthen diplomatic and military ties between provider and recipient states.,5,5.4376073,10.348446
10_the_teeth_of_little_tigers_pdf__cmo_004,10-the-teeth-of-little-tigers.pdf,Offset and technology-transfer pressures persist despite growing caution about long-run competitiveness and security implications.,13,7.6563244,9.808117
10_the_teeth_of_little_tigers_pdf__cmo_005,10-the-teeth-of-little-tigers.pdf,"The offset system helps improve local firms’ financial position, logistics support capability, and broader national-security outcomes.",3,7.7471805,7.1946893
10_the_teeth_of_little_tigers_pdf__cmo_006,10-the-teeth-of-little-tigers.pdf,Foreign purchases are framed as more economical/efficient while still contributing to the development of domestic industries.,6,6.5149674,7.9724245
10_the_teeth_of_little_tigers_pdf__cmo_007,10-the-teeth-of-little-tigers.pdf,South Korea switches its fighter choice to the F-16 as the basis for the Korean Fighter Program.,9,4.0191455,8.42482
10_the_teeth_of_little_tigers_pdf__cmo_008,10-the-teeth-of-little-tigers.pdf,"Local production expands and the domestic aerospace base gains capabilities oriented toward future design, development, and production.",19,5.2787538,8.796543
10_the_teeth_of_little_tigers_pdf__cmo_009,10-the-teeth-of-little-tigers.pdf,Indigenous weapon-development efforts run into difficulties.,0,4.0007367,8.996618
10_the_teeth_of_little_tigers_pdf__cmo_010,10-the-teeth-of-little-tigers.pdf,Technology transfer yields only a modest domestic defence industry and sustains dependence and friction in bilateral military-industrial cooperation.,0,4.373669,7.701154
10_the_teeth_of_little_tigers_pdf__cmo_011,10-the-teeth-of-little-tigers.pdf,Exports to third countries are treated as necessary to achieve economies of scale supporting a more self-sustaining industrial base.,6,6.0170727,8.518846
10_the_teeth_of_little_tigers_pdf__cmo_012,10-the-teeth-of-little-tigers.pdf,Taiwan advances toward an integrated air-defense system and strengthens domestic systems-integration capability.,0,4.523691,9.712774
10_the_teeth_of_little_tigers_pdf__cmo_013,10-the-teeth-of-little-tigers.pdf,Domestic-offset leverage is used to facilitate access to modern weapons technology.,-1,7.2766376,7.7116685
10_the_teeth_of_little_tigers_pdf__cmo_014,10-the-teeth-of-little-tigers.pdf,Procurement debates elevate technology transfer and co-production as criteria for judging major weapons deals.,12,5.6641846,7.6659255
10_the_teeth_of_little_tigers_pdf__cmo_015,10-the-teeth-of-little-tigers.pdf,Taiwan foregoes significant production shares in an F-16 deal in order to obtain the aircraft.,0,4.5456457,9.734073
10_the_teeth_of_little_tigers_pdf__cmo_016,10-the-teeth-of-little-tigers.pdf,Technology-transfer/offset generosity declines relative to the Cold War period even as regional threats persist.,20,5.482843,8.175963
10_the_teeth_of_little_tigers_pdf__cmo_017,10-the-teeth-of-little-tigers.pdf,Offsets and licensing contribute to some domestic capability growth but have limited impact on achieving broad self-sufficiency or creating global high-technology competitors.,11,6.479612,8.927955
10_the_teeth_of_little_tigers_pdf__cmo_018,10-the-teeth-of-little-tigers.pdf,A more controlled offset structure is argued to better balance sales/political benefits with preservation of technological advantage.,-1,8.091224,8.275878
10_the_teeth_of_little_tigers_pdf__cmo_019,10-the-teeth-of-little-tigers.pdf,Unrestrained offsets are portrayed as generating serious policy/security risks that can make long-run consequences intolerable.,4,9.806625,7.7847404
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_001,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,A dedicated offsets management office is created to manage the F-18 programme and subsequent offset agreements.,3,8.438565,7.234823
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_002,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,The offsets management office is reframed/renamed toward industrial cooperation as Spain’s compensation strategy shifts away from offsets.,22,8.473809,7.7036395
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_003,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,Offsets become central to publicly justifying the procurement decision.,2,7.5194087,6.639092
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_004,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,Public dissemination of offset-progression information dwindles as the supplier falls behind commitments.,2,7.4928417,6.801055
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_005,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,Offset content is partially steered toward higher-technology and technology-transfer activities.,11,7.9438996,9.203036
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_006,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,Spanish public funds cover the difference between domestic and market costs for direct offsets.,-1,8.847257,8.239834
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_007,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,"Local assembly is ruled out, but Spain insists on aerospace-related offsets.",17,8.270435,5.3893104
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_008,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,"Spanish firms obtain work on export F-18s, supporting aerospace-component industry development.",19,5.136476,8.6751175
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_009,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,Indirect commercial offsets create major management overhead and are later avoided where possible.,-1,8.819636,8.274946
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_010,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,A substantial share of proposed offsets are rejected after administrative review.,10,10.184101,7.3979917
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_011,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,"The programme yields job creation effects, export/trade-balance mitigation, training, and improved market acceptance of Spanish defence-related products.",-1,4.8797483,7.7889667
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_012,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,The Spanish administration reports difficulty assessing proposals and faces parliamentary challenges over eligibility; the programme is exposed to unforeseeable economic shocks.,10,10.333039,8.259814
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_013,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,Industrial cooperation programmes are managed differently from offsets and are described as less cumbersome to administer.,15,7.9812436,8.661416
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_014,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,A firm’s offset-built expertise is used as the basis for its role in a subsequent cooperative programme.,15,7.7363915,8.373775
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_015,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,Foreign firms take substantial minority stakes in Spanish defence firms as part of procurement-linked arrangements.,-1,4.9278464,7.7512927
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_016,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,Long-term benefits from foreign participation may not accrue and can trigger visible investor dissatisfaction and exit threats.,21,6.795925,7.808355
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_017,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,Offsets persist but are increasingly limited to smaller transactions.,8,9.1396055,7.4982576
11_from_offsets_to_industrial_cooperation_spain_s_changing_strategies_as_an_arms_importer_pdf__cmo_018,11-from-offsets-to-industrial-cooperation-spain-s-changing-strategies-as-an-arms-importer.pdf,Offsets become concentrated in Madrid and among a small set of major firms.,8,8.908306,7.780685
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_001,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,"Switzerland adopts offset commitments alongside foreign aircraft procurement (e.g., the F-5 acquisition).",17,7.7983756,5.482412
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_002,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,The MOU provides trade-opening measures intended to enable Swiss firms to compete for offset-eligible work.,21,7.7247214,7.6279907
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_003,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,Progress toward meeting offset commitments is slow in the first several years and generates disappointments.,1,9.619258,7.092193
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_004,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,Swiss bids require explicit waiver labelling and Switzerland presses for publication of the MOU in US acquisition regulations.,17,7.7916274,5.4586983
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_005,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,"Offset crediting excludes service industries (e.g., tourism) and emphasises defence-industrial base protection.",16,10.115822,5.774301
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_006,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,Indirect offsets account for most of the F-5 offset commitment while remaining targeted to defence-relevant firms.,3,6.880192,5.88634
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_007,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,Offset credit is conditioned on a causality/additionality test.,16,10.114816,5.7783093
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_008,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,"GE largely fulfils offsets within the parent corporation, while Northrop relies on subcontractors and marketing assistance to meet commitments.",2,7.526451,7.390543
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_009,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,Some offset approaches (including third-country parts/equipment provision) are curtailed by Swiss law.,17,8.080629,5.3358073
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_010,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,"US policy changes to place full responsibility for future offset commitments on the contracting firm (Duncan memorandum, 1978).",-1,10.0839405,6.8623447
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_011,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,Offset goal increases to 50% with a liquidated-damages penalty (rendered moot when the goal is over-achieved).,1,9.63002,6.5810313
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_012,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,DoD’s share of total offsets declines markedly from Peace Alps I to Peace Alps II.,-1,6.1533837,6.3002205
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_013,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,"Offsets support continued Swiss defence appropriations and facilitate approval of subsequent projects (e.g., F-18).",17,7.4045954,5.5784993
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_014,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,Some Swiss firms’ successes are followed by US Congressional retaliation via additional non-tariff barriers.,17,7.877559,5.3780875
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_015,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,All major Swiss weapon-system purchases since 1976 include compensation/offset provisions.,17,7.695939,5.442875
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_016,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,"Indirect offsets focus on market access and commonly take the form of purchases, marketing assistance, licensing, R&D collaboration, and training.",21,7.6374445,8.177055
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_017,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,Offsets remain accepted with an implicit cost-premium ceiling (around 10%).,8,9.141095,6.907953
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_018,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,The offset-requirement threshold increases from 10 million to 50 million Swiss francs (early 1990s).,17,7.906832,5.46399
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_019,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,Swiss firms are required to sign statements attesting that purchases were made as part of an offset deal.,17,7.829366,5.468666
12_us_swiss_f_5_transaction_and_the_evolution_of_swiss_offset_policy_pdf__cmo_020,12-us-swiss-f-5-transaction-and-the-evolution-of-swiss-offset-policy.pdf,Required offset percentages rise over time (30% → 50% → 100% in the F-18 project).,7,9.163039,7.0583754
13_the_uk_experience_with_offsets_pdf__cmo_001,13-the-uk-experience-with-offsets.pdf,Offsets may be viewed as a 'bad thing' in contexts where a domestic alternative exists.,8,9.162991,7.7951174
13_the_uk_experience_with_offsets_pdf__cmo_002,13-the-uk-experience-with-offsets.pdf,There are few economic evaluations of offset programmes and evaluation is difficult.,10,10.322888,8.228984
13_the_uk_experience_with_offsets_pdf__cmo_003,13-the-uk-experience-with-offsets.pdf,Incoming vs outgoing offset impacts can be compared as a partial verification strategy.,10,10.357572,7.5140944
13_the_uk_experience_with_offsets_pdf__cmo_004,13-the-uk-experience-with-offsets.pdf,"The UK adopts an offset policy for imports, with the Harpoon missile cited as the first UK purchase to attract an offset.",22,8.327419,7.942082
13_the_uk_experience_with_offsets_pdf__cmo_005,13-the-uk-experience-with-offsets.pdf,The AWACS purchase is paired with a large offset commitment (ultimately 130% of purchase price over eight years).,8,9.153177,6.6852064
13_the_uk_experience_with_offsets_pdf__cmo_006,13-the-uk-experience-with-offsets.pdf,Offset commitments do not guarantee orders for UK firms.,-1,9.970341,6.932325
13_the_uk_experience_with_offsets_pdf__cmo_007,13-the-uk-experience-with-offsets.pdf,Only work meeting MoD criteria is eligible for offset credit.,16,10.109039,5.807025
13_the_uk_experience_with_offsets_pdf__cmo_008,13-the-uk-experience-with-offsets.pdf,Follow-on contracts receive discounted offset credit and industry/parliamentary actors dispute whether approved work is genuinely new business.,16,10.220673,6.4838405
13_the_uk_experience_with_offsets_pdf__cmo_009,13-the-uk-experience-with-offsets.pdf,The Defence Committee expresses doubt that credited Rolls-Royce engine purchases occurred because of the offset.,7,8.7830925,6.120599
13_the_uk_experience_with_offsets_pdf__cmo_010,13-the-uk-experience-with-offsets.pdf,Most AWACS offset value is indirect (about 95%).,8,9.0422,6.7093573
13_the_uk_experience_with_offsets_pdf__cmo_011,13-the-uk-experience-with-offsets.pdf,The MoD initially did not monitor jobs created and DESO began monitoring only after parliamentary prompting.,25,8.862159,9.482307
13_the_uk_experience_with_offsets_pdf__cmo_012,13-the-uk-experience-with-offsets.pdf,A substantial discrepancy emerges between Boeing/MoD job claims and firm responses; an expert suggests genuinely new business is typically only a fraction of an offset.,8,9.544029,7.893616
13_the_uk_experience_with_offsets_pdf__cmo_013,13-the-uk-experience-with-offsets.pdf,"DESO may allow anything from zero to 100% of claimed value, and UK firms cannot be certain which contracts are counted as offsets.",-1,9.97787,6.8373976
13_the_uk_experience_with_offsets_pdf__cmo_014,13-the-uk-experience-with-offsets.pdf,Small firms report higher offset-work shares of turnover than large firms; respondents report offset work is as profitable as other work.,8,9.1001625,7.774556
13_the_uk_experience_with_offsets_pdf__cmo_015,13-the-uk-experience-with-offsets.pdf,Firms report that direct-inclusion offset sales are typically less than 5% (or zero) for most major recipients.,8,9.052376,6.9184055
13_the_uk_experience_with_offsets_pdf__cmo_016,13-the-uk-experience-with-offsets.pdf,Most surveyed firms report offset sales did not improve competitiveness (or only marginally).,8,8.968331,7.394823
13_the_uk_experience_with_offsets_pdf__cmo_017,13-the-uk-experience-with-offsets.pdf,Survey respondents estimate total losses of about 626 employee-years across the sample and describe adverse employment impacts as trivial relative to offset value.,1,9.64786,6.9332914
13_the_uk_experience_with_offsets_pdf__cmo_018,13-the-uk-experience-with-offsets.pdf,"Offset obligations are reported as being met through various sources (prime/sub-contractors/other firms), and the chapter estimates combined losses to British industry (including subcontractors) on the order of ~1105 employee-years for the sample.",1,9.800609,6.7036448
13_the_uk_experience_with_offsets_pdf__cmo_019,13-the-uk-experience-with-offsets.pdf,Overseas investment and counterpurchase can dominate fulfilment in such contexts.,26,6.5532427,7.920631
13_the_uk_experience_with_offsets_pdf__cmo_020,13-the-uk-experience-with-offsets.pdf,Many respondents report technology transfer and some expect it to improve rivals’ competitiveness; some large firms report strategies to limit risk.,13,7.349716,10.057757
13_the_uk_experience_with_offsets_pdf__cmo_021,13-the-uk-experience-with-offsets.pdf,Respondents report discovering lower-cost sources in several cases and intending to continue business; short-term work is associated with uncompetitive suppliers.,2,7.1677713,7.0599904
13_the_uk_experience_with_offsets_pdf__cmo_022,13-the-uk-experience-with-offsets.pdf,Survey respondents call for broader UK offset requirements (including toward WEAG countries) and highlight high WEAG offset demands.,1,9.300408,7.11507
13_the_uk_experience_with_offsets_pdf__cmo_023,13-the-uk-experience-with-offsets.pdf,"Respondents criticise the UK threshold (£10m), argue it should be lowered, and call for penalties; an example is given of multiple sub-threshold contracts avoiding UK offset obligations.",1,9.848532,6.651277
13_the_uk_experience_with_offsets_pdf__cmo_024,13-the-uk-experience-with-offsets.pdf,"The chapter argues offsets are not costless and recommends seeking quotes at varying offset levels (e.g., 0%, 50%, 100%, 150%).",8,8.934505,6.847012
14_us_offset_policy_pdf__cmo_001,14-us-offset-policy.pdf,"US offset policy is described as ambivalent 'benign neglect', with political concerns mounting over time.",4,9.86734,7.8451724
14_us_offset_policy_pdf__cmo_002,14-us-offset-policy.pdf,The 1961 US–West Germany 'offset' agreements led German procurements from the US to offset roughly 80% of US force-cost balance-of-payments impacts in Germany.,7,7.80417,5.717074
14_us_offset_policy_pdf__cmo_003,14-us-offset-policy.pdf,"Offset demands broaden to include technology transfer, investment/buyback, and political justification alongside balance-of-payments considerations.",-1,8.8279505,7.673352
14_us_offset_policy_pdf__cmo_004,14-us-offset-policy.pdf,"For the Swiss F-5 purchase, the US Department of Defense agreed to act as guarantor for offset commitments; no such US government role was envisioned for the F-16 sale to a NATO consortium.",17,7.7441845,5.4532485
14_us_offset_policy_pdf__cmo_005,14-us-offset-policy.pdf,"The Duncan Memorandum removed the US government from any back-up role for future offset commitments, placing full responsibility on the US firm.",-1,10.104566,6.9020596
14_us_offset_policy_pdf__cmo_006,14-us-offset-policy.pdf,"By spring 1994, offset goals set at 100% or more of purchase price were not unusual.",8,8.780226,6.9329476
14_us_offset_policy_pdf__cmo_007,14-us-offset-policy.pdf,Efforts to limit or abolish offsets are repeatedly frustrated and can result in US prime contractors resisting government attempts to 'help' by restricting offers.,4,9.694292,7.617321
14_us_offset_policy_pdf__cmo_008,14-us-offset-policy.pdf,"A series of inter-agency offset reports was issued annually from 1986 through 1990, including case studies of major sales.",1,9.896269,6.7288322
14_us_offset_policy_pdf__cmo_009,14-us-offset-policy.pdf,Commerce delayed issuing required regulations for about eighteen months; the chapter interprets this as evidence that offsets were a low priority in 1994.,14,8.816477,6.184471
14_us_offset_policy_pdf__cmo_010,14-us-offset-policy.pdf,No Section 825 notification regulations were ever prescribed; the chapter describes DoD as having 'stonewalled' on the issue.,-1,10.697196,7.60201
14_us_offset_policy_pdf__cmo_011,14-us-offset-policy.pdf,Offset-related discussions under MOUs are described as largely 'fact-finding' and unlikely to change states’ offset practices.,4,9.783153,7.6394124
