"source_yaml","source_file","cmo_id","context","mechanism","outcome","context_tags_raw","mechanism_tags_raw","outcome_tags_raw","context_tags","mechanism_tags","outcome_tags","programme","country","evidence_type","evidence_type_narrative","research_questions_mapped","supporting_evidence","supporting_evidence_paraphrase","confidence","confidence_justification","mechanism_theme_keys","mechanism_theme_labels"
"arms_trade_offsets_chapters.yml","20-defense-offsets-and-regional-development-in-south-africa.pdf","20_defense_offsets_and_regional_development_in_south_africa_pdf__cmo_026","Some offset-linked projects may predate the offset program and be incorporated later as “success stories.”","When projects are not clearly additional to the offset deal, attributing outcomes to offsets becomes problematic and encourages narrative-driven reporting.","Critics question whether certain projects resulted from the Strategic Defense Program or merely fit the need to generate offset success stories.","additionality_problem;attribution_uncertainty","success_story_piggybacking","contested_causality","additionality_problem;attribution_uncertainty","limited_reporting","contested_causality","strategic_defense_program","south_africa","case_study","A South Africa case-study chapter examining how the Strategic Defense Program’s NIP/DIP offsets interacted with regional development planning, using three regional/local case studies (Coega IDZ, shipbuilding, natural-resource projects).","rq3;rq5","fit conveniently with the need to generate offset “success” stories.","The chapter reports that some gold/mohair projects date back decades and raises the question of whether they were caused by offsets or were repackaged to generate success narratives, indicating an additionality/attribution problem.","high","The “success stories” critique and the attribution question are explicitly stated.","governance_opacity_rent_seeking","Governance opacity / rent-seeking"
"arms_trade_offsets_chapters.yml","20-defense-offsets-and-regional-development-in-south-africa.pdf","20_defense_offsets_and_regional_development_in_south_africa_pdf__cmo_027","Offsets interact with weak institutional capacity and unaccounted environmental and infrastructure costs.","When monitoring capacity is weak and hidden costs are excluded from assessments, officials overestimate net benefits; independent auditing can mitigate this.","The chapter calls for more sophisticated monitoring and possibly formal, independent offset auditing.","weak_institutional_capacity;hidden_costs","monitoring_and_auditing_gap","auditing_recommendation","hidden_costs;weak_institutional_capacity","missing_audit","auditing_recommendation","strategic_defense_program","south_africa","case_study","A South Africa case-study chapter examining how the Strategic Defense Program’s NIP/DIP offsets interacted with regional development planning, using three regional/local case studies (Coega IDZ, shipbuilding, natural-resource projects).","rq3","need for more sophisticated offset monitoring","In its conclusion, the chapter emphasizes weak institutional capacity and unaccounted costs and argues this supports the need for better monitoring and even independent auditing.","medium","The monitoring/auditing recommendation is explicit; the net-benefit overestimation mechanism is implied by the hidden-cost and capacity arguments.","governance_opacity_rent_seeking","Governance opacity / rent-seeking"
"arms_trade_offsets_chapters.yml","20-defense-offsets-and-regional-development-in-south-africa.pdf","20_defense_offsets_and_regional_development_in_south_africa_pdf__cmo_028","Offset deployment occurs in an economy with entrenched core-periphery inequalities and limited job creation from many offset projects.","With vendor discretion and emphasis on capital-intensive core projects, offsets confirm rather than challenge existing patterns, and employment effects remain limited in peripheral regions.","Gauteng’s hegemony is reinforced and employment creation is limited, especially in the periphery.","core_periphery_inequality;capital_intensive_projects","discretionary_spatial_targeting","inequality_reinforced;limited_employment_creation","capital_intensive_projects;core_periphery_inequality","spatial_targeting_failure","inequality_reinforced;limited_employment_creation","strategic_defense_program","south_africa","case_study","A South Africa case-study chapter examining how the Strategic Defense Program’s NIP/DIP offsets interacted with regional development planning, using three regional/local case studies (Coega IDZ, shipbuilding, natural-resource projects).","rq5","confirm rather than challenge existing patterns and inequalities","The chapter’s conclusion states that NIP/DIP offsets reinforce existing sectoral and spatial patterns, with vendor discretion and capital-intensive core investments, and observes limited job creation in peripheral regions.","high","The conclusion is explicitly stated and supported by earlier regional distribution discussion.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","achmadi_25.pdf","achmadi_25_pdf__cmo_001","Indonesia’s major defense procurements rely heavily on licensed assembly with foreign suppliers, and binding offset/knowledge transfer obligations are weak or absent.","Without mandatory offset and knowledge-transfer clauses, foreign partners treat licensed-assembly deals as transactional, limiting the sharing of know-how and IP.","Technology transfer remains limited and Indonesia stays primarily an assembler/consumer, slowing movement up the arms-production ladder.","licensed_assembly;foreign_dependency;weak_enforcement","absence_of_binding_offsets;limited_knowledge_transfer","limited_tech_transfer;stalled_industrial_upgrade","foreign_dependency;licensed_assembly;weak_enforcement","absence_of_binding_offsets;limited_knowledge_transfer","limited_tech_transfer;stalled_industrial_upgrade","unknown_programme","indonesia","case_study","The article presents a qualitative case study of Indonesia’s defense industrialization using document review and expert interviews within a policy analysis framework.","rq2;rq3","licensed assembly deals have remained transactional rather than transformational because they lack binding obligations for local knowledge transfer.","The paper explicitly links Indonesia’s reliance on licensed assembly to a lack of binding offset/knowledge-transfer obligations, which keeps deals transactional and limits transfer.","medium","The claim is explicit and tied to the Indonesia case, but it is presented as qualitative assessment without quantified evidence.","resource_diversion_industrial_erosion;technology_transfer_learning","Resource diversion / industrial erosion;Technology transfer / learning-by-doing"
"articles.yml","achmadi_25.pdf","achmadi_25_pdf__cmo_002","Indonesia seeks defense industrialization and autonomy through state-led policy enforcement, including local content rules and offset requirements.","Enforced local content and offset policies with technology-transfer obligations compel actors to embed autonomy into procurement and industrial development decisions.","Increased self-reliance and improved export competitiveness in the defense sector.","state_led_industrial_policy;local_content_rules","mandatory_offsets;tech_transfer_obligations;enforcement_mechanisms","self_reliance;export_competitiveness","local_content_rules;state_led_industrial_policy","enforcement_mechanisms;mandatory_offsets;tech_transfer_obligations","export_competitiveness;self_reliance","unknown_programme","indonesia","case_study","The article proposes a forced-autonomy policy framework and assesses Indonesia’s defense industrialization trajectory using qualitative evidence and policy analysis.","rq2","industrialization not only achieves self-reliance but also enhances export competitiveness (Gindarsah & Priamarizki, 2015).","The paper argues that enforcing local content and offset policies with technology-transfer obligations can drive autonomy and export competitiveness; this is a prescriptive claim.","low","The statement is forward-looking and normative rather than reporting observed outcomes, so evidentiary support is indirect.","governance_opacity_rent_seeking;resource_diversion_industrial_erosion;technology_transfer_learning","Governance opacity / rent-seeking;Resource diversion / industrial erosion;Technology transfer / learning-by-doing"
"articles.yml","amara_09.pdf","amara_09_pdf__cmo_001","The Czech Republic’s economic transition and regional unemployment made foreign defense procurement politically sensitive.","The industrial cooperation (offset) policy ties foreign procurement to compensatory industrial cooperation to support jobs, regional development, and industrial capability.","Intended benefits include employment support, regional/industrial development, competitiveness, and technology/know-how transfer.","economic_transition;political_sensitivity;defense_procurement","offset_requirements;industrial_cooperation","employment_support;industrial_development;technology_transfer","defense_procurement;economic_transition;political_sensitivity","industrial_cooperation;offset_requirements","employment_support;industrial_development;technology_transfer","unknown_programme","czech_republic","case_study","The paper is a descriptive case study of Czech offset policy and its objectives, including the Gripen procurement context.","rq2","In the offset decree, the government formulated objectives of the ICP that complement the overall governmental policy of employment, regional development and industrial development.","The text states the industrial cooperation policy’s objectives align with employment, regional development, and industrial development, indicating intended outcomes of offsets.","low","The passage states objectives rather than measured effects, so outcomes are intended rather than observed.","resource_diversion_industrial_erosion;supply_chain_integration_trusted_partnering","Resource diversion / industrial erosion;Supply-chain integration / trusted partnering"
"articles.yml","amara_09.pdf","amara_09_pdf__cmo_002","Effective offset programs require auditing and monitoring to verify impacts.","Missing auditing, feedback, and monitoring reduces verification and accountability for offset commitments.","It becomes difficult to determine whether offset contracts meet expectations.","oversight_gap;offset_programs","missing_audit;weak_monitoring","unclear_effectiveness;limited_accountability","offset_program;oversight_gap","missing_audit;weak_monitoring","limited_accountability;unclear_effectiveness","unknown_programme","czech_republic","case_study","The paper discusses Czech offset policy implementation and highlights governance/monitoring shortcomings within a case study narrative.","rq3","the missing component is the auditing, feedback, and offset contract monitoring.","The paper explicitly notes that auditing and monitoring are missing, which explains why fulfillment of offset expectations is hard to verify.","medium","The claim is explicit and directly links the oversight gap to uncertainty about meeting expectations.","governance_opacity_rent_seeking","Governance opacity / rent-seeking"
"articles.yml","ancietti_24.pdf","ancietti_24_pdf__cmo_001","EU efforts to strengthen the defense industrial base and promote European preference occur within a single market that has historically allowed offsets.","Offsets impose compensatory arrangements that distort markets by diverting trade and creating less efficient supply chains.","Welfare losses and market misallocation undermine efficient defense procurement.","eu_single_market;european_preference;defense_offsets","trade_diversion;inefficient_supply_chains","market_distortion;welfare_loss","defense_offsets;eu_single_market;european_preference","inefficient_supply_chains;trade_diversion","market_distortion;welfare_loss","unknown_programme","multi_country","comparative_case_study","The article compares EU member-state behavior across pre- and post-Ukraine invasion periods using policy and procurement data.","rq3","defence oﬀsets are generally considered market distorting, culpable of trade diversion and misallocation of resources","The text describes offsets as market-distorting and trade-diverting, supporting the causal pathway to inefficient procurement outcomes.","medium","The claim is explicit but framed as a general assessment rather than a quantified causal estimate.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","ancietti_24.pdf","ancietti_24_pdf__cmo_002","After Russia’s 2022 invasion of Ukraine, EU member states increasingly procure non-EU weapons.","Member states more assertively demand industrial and technological compensation through offsets, reinforcing fragmentation and dependence on non-EU supply chains.","EU defense cooperation weakens as fragmentation and non-EU dependencies increase.","post_ukraine_war;non_eu_procurement","assertive_offset_demands;industrial_compensation","increased_fragmentation;non_eu_dependency","non_eu_procurement;post_ukraine_war","assertive_offset_demands;industrial_compensation","increased_fragmentation;non_eu_dependency","unknown_programme","multi_country","comparative_case_study","The article tracks changes in EU procurement and offset patterns before and after the invasion of Ukraine using datasets and policy sources.","rq3;rq5","demanding industrial and technological compensation, leading to increased fragmentation and non-EU dependencies.","The paper reports that stronger offset demands after the invasion contribute to fragmentation and growing non-EU dependence, indicating weaker cooperation outcomes.","medium","The statement directly links offset demands to fragmentation and dependency, though it remains an aggregated interpretation.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","anicetti_25.pdf","anicetti_25_pdf__cmo_001","In a supply-driven arms market after 2022, buyer states face reduced bargaining power but still seek offsets to bolster self-sufficiency.","OEMs can defer offset investments over long timelines and home governments provide long-term security commitments, which sustains offsets despite weaker buyer leverage.","Offsets remain attainable and persist even under supply-constrained conditions.","supply_driven_market;diminished_bargaining_power;cee_region","deferred_investment_obligations;government_security_commitments","offsets_persist;self_sufficiency_goals","cee_region;diminished_bargaining_power;supply_driven_market","deferred_investment_obligations;government_security_commitments","offsets_persist;self_sufficiency_goals","unknown_programme","multi_country","comparative_case_study","The article compares CEE offset agreements in 2022–2024 and develops a framework explaining offset persistence in a seller-dominated market.","rq2","secure offsets because original equipment manufacturers (OEMs) are allowed to spread investment obligations over extended timelines.","The text explains that deferred investment timelines and supportive government commitments enable offsets even when buyers have less leverage.","medium","The mechanism is explicitly stated, though outcomes are generalized across the CEE cases.","export_control_friction;resource_diversion_industrial_erosion","Export-control friction / legal constraint;Resource diversion / industrial erosion"
"articles.yml","anicetti_25.pdf","anicetti_25_pdf__cmo_002","Poland faced urgent post-invasion acquisition needs but also aims for long-term industrial self-sufficiency.","Procurement is phased so early deliveries are turnkey while later deliveries include industrial participation.","Industrial participation is incorporated after initial deliveries, supporting domestic capability growth.","urgent_procurement;industrial_self_sufficiency","phased_procurement;industrial_participation","domestic_capability_growth","industrial_self_sufficiency;urgent_procurement","industrial_participation;phased_procurement","domestic_capability_growth","unknown_programme","poland","comparative_case_study","The article documents post-2022 Polish procurement decisions and associated industrial participation arrangements.","rq2","Poland typi­ cally accepts the first batches delivered turnkey, while follow-up deliveries involve industrial participation.","The passage states that Poland sequences turnkey delivery and later industrial participation to balance immediate needs with long-term capability.","medium","The procurement sequencing is directly described, and the outcome follows from the stated arrangement.","resource_diversion_industrial_erosion;supply_chain_integration_trusted_partnering","Resource diversion / industrial erosion;Supply-chain integration / trusted partnering"
"articles.yml","arafin_20.pdf","arafin_20_pdf__cmo_001","Indonesia’s domestic defense industry cannot produce all required equipment, so foreign procurement is permitted only if it includes trade returns, local content, and offsets.","Countertrade enables reciprocal exchange by paying for imported defense goods with other goods.","Foreign procurement can be structured as reciprocal trade returns rather than cash-only purchases.","limited_domestic_capability;foreign_procurement;legal_requirements","countertrade;reciprocal_trade","trade_returns","foreign_procurement;legal_requirements;limited_domestic_capability","countertrade;reciprocal_trade","trade_returns","unknown_programme","indonesia","systematic_review","The paper is described as a systematic review of Indonesian defense procurement mechanisms and countertrade policy.","rq2","procurement of defense equipment from abroad be permitted if it fulfills several requirements, including trade returns, local content, and offset.","The text states that foreign procurement must include trade returns, local content, and offsets, and describes countertrade as the reciprocal trade mechanism.","low","The passage specifies policy requirements and mechanisms but does not provide observed outcomes beyond the procurement structure.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","balakrishnan_09.pdf","balakrishnan_09_pdf__cmo_001","Malaysia lacked a formal offsets policy until 2006.","Without institutional guidance, offset negotiations varied in standards and targets.","Offset practices were inconsistent across deals.","absent_policy;governance_gap","lack_of_guidance;variable_standards","inconsistent_offsets","absent_policy;governance_gap","lack_of_guidance;variable_standards","inconsistent_offsets","unknown_programme","malaysia","case_study","The article provides an empirical case study of Malaysia’s defense industrialization and offsets experience.","rq3","Due to the absence, until 2006, of a formal offsets policy, there was a lack of institutional guidance influencing offset negotiations with foreign defence contractors.","The text links the lack of a formal policy to insufficient guidance in offset negotiations, implying variability in standards.","medium","The causal link is explicitly stated and tied to Malaysia’s offsets experience.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","balakrishnan_09.pdf","balakrishnan_09_pdf__cmo_002","Malaysia pursued offsets to build defense industrial capacity but continued to rely on foreign supply.","Offset projects did not embed high value-added activity in the local defense economy.","Dependence on foreign supply persisted despite offset activity.","industrialization_goal;foreign_dependency","limited_value_added","continued_dependency","foreign_dependency;industrialization_goal","limited_value_added","continued_dependency","unknown_programme","malaysia","case_study","The article assesses outcomes of Malaysian offsets programmes within a detailed case study.","rq3","offsets have failed to embed high value added activity into the local defence economy.","The paper argues that offsets did not create high value-added local activity, which aligns with continued foreign dependence.","medium","The statement is explicit, though the link to dependence is interpretive in the paraphrase.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","balakrishnan_22.pdf","balakrishnan_22_pdf__cmo_001","Successful technology absorption capability (TAC) in defense acquisition requires strong state-mediated coordination and industrial strategy.","Government intervention, including offsets and industrial collaboration policies, facilitates technology transfer and raises TAC.","Higher technology absorption capability in recipient countries.","state_mediated_coordination;industrial_strategy","government_intervention;offsets_policy;industrial_collaboration","increased_tac","industrial_strategy;state_mediated_coordination","government_intervention;industrial_collaboration;offsets_policy","increased_tac","unknown_programme","multi_country","qualitative_interviews","The paper draws on case study evidence and interviews to analyze factors shaping TAC in international defense acquisition.","rq2","government intervention is required to facilitate technology transfer to increase TAC.56","The text explicitly states that government intervention is necessary to enable technology transfer and improve TAC.","medium","The causal statement is explicit, though it reflects a generalized conclusion.","resource_diversion_industrial_erosion;supply_chain_integration_trusted_partnering","Resource diversion / industrial erosion;Supply-chain integration / trusted partnering"
"articles.yml","balakrishnan_22.pdf","balakrishnan_22_pdf__cmo_002","End-user armed services are not legally mandated to take responsibility for technology transfer during procurement.","Without a mandate, end-users focus only on product capability and avoid technology transfer considerations.","Responsibility for technology transfer is unclear, weakening TAC outcomes.","missing_mandate;end_user_focus","mandate_gap;limited_incentives","weak_tac_governance","end_user_focus;missing_mandate","limited_incentives;mandate_gap","weak_tac_governance","unknown_programme","multi_country","qualitative_interviews","The paper reports interview insights on procurement roles and responsibilities affecting TAC.","rq3","government policies do not mandate the armed forces as the end-users to be responsible for technology transfer.","The passage states that end-users are not mandated to handle technology transfer, implying weak ownership of TAC responsibilities.","medium","The statement is explicit and supported by interview evidence.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","berkok_05.pdf","berkok_05_pdf__cmo_001","A purchaser uses offset multipliers within a mandatory offsets regime.","Offset multipliers provide a conditional discount to the prime contractor when activity is directed to targeted sectors.","The effective burden of offset obligations is reduced for the contractor in qualifying sectors.","mandatory_offsets;offset_multipliers","conditional_discount;targeted_investment","reduced_offset_burden","mandatory_offsets;offset_multipliers","conditional_discount;targeted_investment","reduced_offset_burden","unknown_programme","multi_country","theory_model","The paper develops a theoretical model of mandatory offsets and offset multipliers in defence procurement.","rq3","Offset multipliers provide a conditional discount to the prime contractor for its offset obligation","The text explains that multipliers discount offset obligations for targeted investments, implying reduced effective obligations for the contractor.","medium","The mechanism is directly stated, but the outcome is an inferred implication of the discounting effect.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","berkok_05.pdf","berkok_05_pdf__cmo_002","High offset multipliers are applied to encourage investment in targeted sectors.","Multipliers lower the opportunity cost of investing in targeted areas regardless of expected returns.","Inefficient investments may be induced.","offset_multipliers;targeted_sectors","lowered_opportunity_cost","inefficient_investment","offset_multipliers;targeted_sectors","lowered_opportunity_cost","inefficient_investment","unknown_programme","multi_country","theory_model","The paper analytically examines how multiplier design affects investment behavior under mandatory offsets.","rq3","multipliers may induce inefficient investments because multipliers lower the opportunity cost of investing in targeted areas regardless of whether expected returns justify such investments.","The passage directly links high multipliers to lower opportunity costs that can drive inefficient investment choices.","medium","The statement is explicit about the causal effect of multipliers on inefficient investments.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","berkok_05.pdf","berkok_05_pdf__cmo_003","Mandatory offsets are implemented with multipliers intended to relax offset constraints.","Uniform relaxation via multipliers can reduce distortions, but multipliers can also enhance distortions as an unintended consequence.","Offset-induced distortions may persist or worsen depending on multiplier design.","mandatory_offsets;offset_multipliers","distortion_relaxation;unintended_consequences","market_distortion","mandatory_offsets;offset_multipliers","distortion_relaxation;unintended_consequences","market_distortion","unknown_programme","multi_country","theory_model","The paper models mandatory offsets and evaluates how multipliers affect distortions in procurement outcomes.","rq3","uniform relaxation of offsets through multipliers can reduce distortions
introduced by mandated offsets, multipliers may enhance distortions as","The text states that multipliers can reduce or, unintentionally, enhance distortions, indicating design-dependent effects on distortions.","medium","The causal claim is stated directly in the text but is model-based rather than empirical.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","berkok_05.pdf","berkok_05_pdf__cmo_004","Prime contractors must meet offset requirements by finding domestic partners.","Transaction costs from locating new domestic partners weaken responsiveness to offset credit incentives.","Offset incentives may have limited effect on contractor behavior.","offset_requirements;domestic_partners","transaction_costs;weak_incentives","limited_behavior_change","domestic_partners;offset_requirements","transaction_costs;weak_incentives","limited_behavior_change","unknown_programme","multi_country","theory_model","The paper theorizes how transaction costs affect contractors’ responses to offset incentives.","rq3","offset credit incentives may be weak due to transaction costs arising from
having to find new domestic partners to satisfy the offset requirements","The passage links transaction costs in finding domestic partners to weaker responses to offset incentives.","medium","The mechanism and outcome are explicitly stated in the text.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","bezuidenhout_22.pdf","bezuidenhout_22_pdf__cmo_001","Defence offsets require local participation in production.","Offset agreements develop industrial relationships through production and knowledge transfer between foreign suppliers and local partners.","Knowledge transfer and industrial relationships are built in the purchasing country.","defence_offsets;local_participation","production_linkages;knowledge_transfer","industrial_relationships;capability_building","defense_offsets;local_participation","knowledge_transfer;production_linkages","domestic_capability_support;industrial_relationships","unknown_programme","multi_country","case_study","The study is a qualitative case study of defence offset technology transfer within a global defence industry organisation.","rq2","develop industrial relationships through production and knowledge transfer from the foreign supplier to their local partners.","The text states that offset agreements create production and knowledge-transfer relationships between foreign suppliers and local partners.","medium","The causal relationship is explicitly described in the text.","resource_diversion_industrial_erosion;technology_transfer_learning","Resource diversion / industrial erosion;Technology transfer / learning-by-doing"
"articles.yml","bezuidenhout_22.pdf","bezuidenhout_22_pdf__cmo_002","Governments use industrial participation to support local defence industry strategies.","Long-term outcomes of industrial participation are challenging to monitor.","Benefits and impacts are difficult to evaluate over time.","industrial_participation;government_support","monitoring_challenges","evaluation_difficulty","government_support;industrial_participation","monitoring_challenges","evaluation_difficulty","unknown_programme","multi_country","case_study","The study discusses offset technology transfer processes and monitoring challenges in a defence industry case context.","rq3","the long-term outcomes of the industrial participation activities are generally challenging to monitor.","The paper notes that monitoring long-term industrial participation outcomes is difficult, limiting evaluation of benefits.","medium","The monitoring challenge is explicitly stated, though outcomes are described at a general level.","governance_opacity_rent_seeking","Governance opacity / rent-seeking"
"articles.yml","bezuidenhout_22.pdf","bezuidenhout_22_pdf__cmo_003","Technology transfer in defence offsets aims to support local self-reliance and industrial capability.","Offset-based technology transfer between foreign suppliers and local partners is treated as imperative for these objectives.","Potential support for self-reliance and local defence industry capability in wartime conditions.","offset_requirements;wartime_self_reliance","technology_transfer","self_reliance;capability_support","offset_requirements;wartime_self_reliance","technology_transfer","capability_support;self_reliance","unknown_programme","multi_country","case_study","The study discusses offset TT objectives within a defence industry case context.","rq2","TT is imperative to support and secure the self-reliance in defence technology in a
wartime situation, leverage the local defence industry capabilities and support the local
defence industry economically.","The text frames offset-based TT as imperative to self-reliance and capability support, indicating intended outcomes rather than observed effects.","low","The statement is normative about objectives rather than reporting measured outcomes.","technology_transfer_learning","Technology transfer / learning-by-doing"
"articles.yml","brauer_12.pdf","brauer_12_pdf__cmo_001","Offset programmes are expected to deliver economic and industrial objectives.","Few countries conduct formal independent audits of offset contracts.","It is difficult to determine whether offset objectives are met.","offset_programmes;oversight_gap","lack_of_audits","unclear_effectiveness","offset_program;oversight_gap","lack_of_audits","unclear_effectiveness","unknown_programme","multi_country","systematic_review","The chapter synthesizes existing literature and evidence on arms trade offsets and their impacts.","rq3","very few countries have ever carried out even a single formal and independent offset-contract audit","The text states that formal independent audits of offset contracts are rare, which limits verification of results.","medium","The statement is explicit and directly addresses monitoring and evaluation.","governance_opacity_rent_seeking","Governance opacity / rent-seeking"
"articles.yml","brauer_12.pdf","brauer_12_pdf__cmo_002","Nordic countries have used offset requirements in defence procurement.","Offsets are associated with added costs in procurement contracts.","Offset contracts carry a cost premium (e.g., 10–15% in Finland).","nordic_procurement;offset_requirements","cost_premium","added_costs","nordic_procurement;offset_requirements","cost_premium","added_costs","unknown_programme","multi_country","systematic_review","The chapter reports cross-country findings from existing studies on offset costs and effects.","rq3","offsets result in added costs and Finland estimates 10 to 15 percent added cost per offset contract","The text reports that offsets increase procurement costs, citing Finland’s estimated 10–15% premium.","medium","The cost effect is explicitly stated and tied to reported estimates.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","butler_17.pdf","butler_17_pdf__cmo_001","Offsets are used in defence procurement contracts.","Offsets distort trade flows and shift production away from non-defence sectors.","Offsets are economically inefficient and trade distorting.","defence_procurement;offsets","trade_distortion;production_shift","economic_inefficiency","defense_procurement;offsets","production_shift;trade_distortion","economic_inefficiency","unknown_programme","multi_country","legal_analysis","The chapter reviews legal and economic arguments around offsets in transatlantic defence trade.","rq3","offsets are economically inefficient and trade distorting.","The text explicitly states that offsets are economically inefficient and trade distorting.","medium","The claim is directly stated as part of the economic case against offsets.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","butler_17.pdf","butler_17_pdf__cmo_002","Offset regimes are widespread across countries.","Few countries collect offset data, and the EU does not track offsets statistically.","Detailed offset statistics and monitoring are difficult to obtain.","offset_regimes;data_gap","limited_reporting","monitoring_difficulty","data_gap;offset_regime","limited_reporting","monitoring_difficulty","unknown_programme","multi_country","legal_analysis","The chapter discusses regulatory and reporting practices for offsets in transatlantic defence trade.","rq3","it is difficult to obtain detailed statistics on offsets because so few countries collect offset data.","The text links limited data collection to difficulty in obtaining detailed statistics on offsets.","medium","The statement is explicit about the data limitation and its consequence.","governance_opacity_rent_seeking","Governance opacity / rent-seeking"
"articles.yml","butler_17.pdf","butler_17_pdf__cmo_003","Offsets accompany government-to-government foreign military sales (FMS) contracts.","Offset costs are incorporated into the main FMS letter of offer and acceptance (LOA) price.","The main FMS price is higher when offsets are included.","fms_contracts;offsets","cost_pass_through","higher_price","fms_contracts;offsets","cost_pass_through","higher_price","unknown_programme","multi_country","legal_analysis","The chapter discusses legal and economic implications of offsets in FMS contracting.","rq3","the offset cost will result in a higher LOA price for the main FMS","The text directly states that offset costs raise the LOA price, indicating cost pass-through to the main contract.","medium","The causal linkage is explicit in the text.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","calcara_18.pdf","calcara_18_pdf__cmo_001","European states face systemic incentives for defence-industrial cooperation, but national procurement practices remain protectionist.","Protectionism, oligopolistic market straining, and prioritising domestic suppliers undermine cooperative arrangements.","Structured defence-industrial cooperation is prevented.","protectionism;domestic_supplier_preference","oligopolistic_market;national_preference","limited_cooperation","domestic_supplier_preference;protectionism","national_preference;oligopolistic_market","limited_cooperation","unknown_programme","multi_country","comparative_case_study","The article analyses European defence-industrial cooperation using comparative cases and IR theory to explain cooperation and conflict.","rq4;rq5","protectionism, oligopolistic market straining and primary resource to domestic suppliers have prevented a more structured defence-industrial cooperation.","The text directly links protectionism and domestic supplier prioritisation to the prevention of structured cooperation.","medium","The causal relationship is explicitly stated in the article.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","calcara_18.pdf","calcara_18_pdf__cmo_002","European co-development armaments projects use juste retour workshare practices.","Juste retour guarantees national industries work equal to their government contribution, constraining efficient allocation.","Projects experience inefficiencies and delays.","co_development_projects;juste_retour","workshare_guarantees;allocation_constraint","inefficiencies;delays","co_development_projects;juste_retour","allocation_constraint;workshare_guarantees","delays;inefficiency","unknown_programme","multi_country","comparative_case_study","The article assesses European defence-industrial cooperation using historical project cases and process tracing.","rq3;rq5","Co-development armaments projects have been characterized by clear ineﬃciencies and delays, especially due to the practice of juste retour,","The text links inefficiencies and delays in co-development to the use of juste retour workshare practices.","medium","The causal link is explicit but presented as a general characterization.","governance_opacity_rent_seeking;resource_diversion_industrial_erosion","Governance opacity / rent-seeking;Resource diversion / industrial erosion"
"articles.yml","calcara_19.pdf","calcara_19_pdf__cmo_001","European defence firms face declining budgets and extra‑EU competition.","Firms seek privileged domestic relations to benefit from protection via offsets, subsidies, or guaranteed purchasing.","Firms become fearful of supply‑chain disruption and unfettered competition.","competitive_pressure;domestic_protection","offsets_protection;subsidies","fear_of_competition","competitive_pressure;domestic_protection","offsets_protection;subsidies","fear_of_competition","unknown_programme","multi_country","comparative_case_study","The article analyses cooperation and competition in Europe’s defence‑industrial field using comparative reasoning.","rq3","benefit from the protection via offsets, subsidies or guaranteed purchasing by national governments","The text links domestic protection via offsets/subsidies to firms’ fear of competitive disruption, indicating an outcome of protection-seeking.","medium","The mechanism and outcome are stated directly in the quoted passage.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"articles.yml","calcara_19.pdf","calcara_19_pdf__cmo_002","Armaments production costs are rising and systems are increasingly complex.","Cost and technological complexity pressures make national-only production less viable.","Cooperation in the sector becomes indispensable to sustain competitiveness.","rising_costs;technological_complexity","economic_pressure;capability_complexity","cooperation_indispensable","rising_costs;technological_complexity","capability_complexity;economic_pressure","cooperation_indispensable","unknown_programme","multi_country","comparative_case_study","The article analyses European defence-industrial cooperation using comparative political economy reasoning.","rq4","The increase in costs for the production of armaments and their technological complexity make cooperation in this sector
indispensable to sustain a competitive European defense industrial and technological base.","The text explicitly states that rising costs and complexity make cooperation indispensable for a competitive European base.","medium","The statement is direct but general in scope.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
